image_path,transform,phash_distance,dhash_distance,colorhash_distance,average_hash_distance,whash_haar_distance,whash_db4_distance,pdqhash_distance,crop_resistant_hash_distance,AppleNeuralHash,AppleNeuralHash2024,PhotoDNA
../final_dataset/Interior/Bedroom/0.jpg,contrast_x0.5,1.0,0.984375,0.9285714285714286,1.0,1.0,1.0,1.0,0.53125,1.0,1.0,0.1388888888888888
../final_dataset/Interior/Bedroom/0.jpg,contrast_x0.2,1.0,0.921875,0.9285714285714286,1.0,1.0,1.0,1.0,0.984375,1.0,1.0,0.0
../final_dataset/Interior/Bedroom/0.jpg,colorbalance_x0.5,1.0,1.0,0.9047619047619048,1.0,1.0,1.0,1.0,0.953125,1.0,1.0,0.0
../final_dataset/Interior/Bedroom/0.jpg,colorbalance_x0.2,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,0.84375,1.0,1.0,0.0
../final_dataset/Interior/Bedroom/0.jpg,brightness_x0.5,1.0,0.984375,0.9047619047619048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
../final_dataset/Interior/Bedroom/0.jpg,brightness_x0.2,1.0,0.953125,0.8333333333333334,1.0,1.0,1.0,1.0,0.984375,1.0,1.0,0.4444444444444444
../final_dataset/Interior/Bedroom/1.jpg,contrast_x0.5,0.96875,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,0.8125,1.0,1.0,0.0
../final_dataset/Interior/Bedroom/1.jpg,contrast_x0.2,0.96875,0.9375,0.9285714285714286,0.984375,1.0,1.0,0.9921875,0.953125,1.0,1.0,0.4444444444444444
../final_dataset/Interior/Bedroom/1.jpg,colorbalance_x0.5,0.96875,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,0.7083333333333333
../final_dataset/Interior/Bedroom/1.jpg,colorbalance_x0.2,0.96875,0.96875,0.8809523809523809,1.0,1.0,1.0,0.9921875,0.9375,1.0,1.0,0.5
../final_dataset/Interior/Bedroom/1.jpg,brightness_x0.5,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,1.0,1.0,0.5
../final_dataset/Interior/Bedroom/1.jpg,brightness_x0.2,0.96875,0.96875,0.8333333333333334,1.0,1.0,1.0,1.0,0.953125,0.96875,0.96875,0.5555555555555556
../final_dataset/Interior/Bedroom/10.jpg,contrast_x0.5,1.0,0.96875,0.9285714285714286,1.0,1.0,1.0,1.0,0.84375,1.0,1.0,0.5
../final_dataset/Interior/Bedroom/10.jpg,contrast_x0.2,1.0,0.96875,0.8809523809523809,1.0,1.0,0.979591836734694,1.0,1.0,1.0,1.0,0.4444444444444444
../final_dataset/Interior/Bedroom/10.jpg,colorbalance_x0.5,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,0.96875,0.9895833333333334,0.9895833333333334,0.5
../final_dataset/Interior/Bedroom/10.jpg,colorbalance_x0.2,1.0,0.984375,0.9523809523809524,1.0,1.0,0.9897959183673468,1.0,0.96875,0.96875,0.96875,0.5
../final_dataset/Interior/Bedroom/10.jpg,brightness_x0.5,1.0,1.0,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444
