transforms,rotation_45,rotation_-45,rotation_90,rotation_-90,rotation_180,flips_left_right,flips_top_bottom,rescale_x0.5,rescale_x1.5,gaussian_noise,average_filtering,impulse_noise,gaussian_blurring,jpeg_compression,median_filtering,crop_x0.03,crop_x0.05,crop_x0.10,contrast_x0.5,contrast_x0.2,brightness_x0.5,brightness_x0.2,colorbalance_x0.5,colorbalance_x0.2,affine_transform,perspective_transform
average_filtering,0.511480734767025,0.5117047491039427,0.5018543409000398,0.5015992134607726,0.5004169155714855,0.5094770509757068,0.5075791517323776,0.9682584129828753,0.9682521903624054,0.997342941059339,N/A,0.9920474910394266,0.997342941059339,0.9944058641975309,0.9956877240143369,0.8943896853843091,0.827396953405018,0.6912957984866587,0.968015730784548,0.9673934687375547,0.9683517522899243,0.9683704201513341,0.9678912783751493,0.9667525388291517,0.5337514934289128,0.5079836220629231
impulse_noise,0.5111820489844683,0.5114745121465551,0.5016427718040621,0.5015929908403026,0.5006035941855834,0.5098815213062525,0.5076476005575468,0.9699571883711668,0.9699571883711668,0.9955757168458781,0.9957063918757467,N/A,0.9955757168458781,0.9922652827558741,0.9848852548785344,0.8948937176423736,0.8275214058144166,0.6911091198725607,0.9693349263241736,0.9689242333731581,0.9700505276782159,0.9698887395459976,0.9694033751493429,0.9687873357228196,0.5330918956591,0.5079525089605734
gaussian_blurring,0.5114496216646754,0.5117296395858224,0.5017236658701713,0.5016054360812425,0.5004106929510155,0.5094957188371166,0.5075791517323776,0.9682833034647551,0.9683268618080446,0.9973056053365194,0.997330495818399,0.9922715053763441,N/A,0.9945116487455197,0.9961855336519315,0.8945016925527678,0.8273658403026682,0.6914326961369972,0.968021953405018,0.967094782954998,0.9682459677419355,0.9683517522899243,0.9677917164476304,0.9668769912385504,0.5337390481879729,0.5079089506172839
jpeg_compression,0.5115242931103147,0.5119163181999203,0.5017112206292313,0.5015307646356033,0.5005289227399442,0.509744623655914,0.5078342791716448,0.9681464058144166,0.9681526284348865,0.9957063918757467,0.995681501393867,0.991543458781362,0.9957063918757467,N/A,0.9873494125846276,0.8940847769812823,0.8270920450019913,0.6910282258064516,0.9677730485862206,0.9668023197929112,0.9680966248506571,0.9680032855436081,0.9677045997610514,0.9665223018717642,0.5338883910792513,0.5080271804062126
median_filtering,0.5114185085623257,0.5117856431700518,0.5019414575866189,0.5016925527678215,0.5007529370768619,0.5097944046196734,0.507635155316607,0.9648608622062923,0.9648297491039427,0.9848603643966547,0.9847670250896058,0.983360712863401,0.9848603643966547,0.9842381023496615,N/A,0.8936927518916766,0.8267809139784946,0.69117756869773,0.9644812823576264,0.9638341298287535,0.964798636001593,0.9646804062126643,0.964431501393867,0.9638403524492234,0.5336457088809239,0.5077782755874154
crop_x0.03,0.5112629430505775,0.5119100955794504,0.502022351652728,0.5023334826762246,0.5024517124651533,0.5142871365989645,0.5100370868180008,0.8995793508562325,0.899542015133413,0.8942154520111509,0.8942652329749103,0.8945016925527678,0.8942154520111509,0.8940847769812823,0.8937300876144962,N/A,N/A,N/A,0.8996229091995221,0.8994113401035444,0.8996229091995221,0.8996229091995221,0.8995171246515332,0.8995606829948227,0.5307272998805257,0.5113749502190362
crop_x0.05,0.5118603146156909,0.5120656610911988,0.5022588112305855,0.5037211270410196,0.5040758164078056,0.5162161489446435,0.5135902031063322,0.8305518219832736,0.8305767124651533,0.8270484866587017,0.8270733771405815,0.8275338510553565,0.8270484866587017,0.8271231581043409,0.826830694942254,N/A,N/A,N/A,0.830421146953405,0.8300851254480287,0.8305393767423337,0.8304460374352848,0.830514486260454,0.8300851254480287,0.5282693647949024,0.5148347272003186
crop_x0.10,0.5127065909996017,0.5122336718438869,0.5042376045400239,0.504038480684986,0.5041007068896853,0.5221711967343687,0.5214618180007965,0.6917687176423736,0.6918309438470729,0.6911153424930306,0.6910531162883313,0.6913269115890084,0.6911153424930306,0.6911526782158502,0.6910904520111509,N/A,N/A,N/A,0.6919491736360016,0.6917624950219037,0.6917438271604939,0.6917687176423736,0.691998954599761,0.6919180605336519,0.5215924930306651,0.5278026682596575
contrast_x0.5,0.5097384010354441,0.5097757367582636,0.5017236658701713,0.5018730087614496,0.5009333930704899,0.5103917761847869,0.5085685483870968,0.9954325965750697,0.9955694942254082,0.9679535045798486,0.9679783950617284,0.967735712863401,0.9679535045798486,0.9669889984070091,0.9646119573874951,0.8995606829948227,0.8303900338510554,0.6918060533651932,N/A,N/A,0.995127688172043,0.9936155913978495,0.9928999900438072,0.9841198725607327,0.5235526184786937,0.5132541816009558
contrast_x0.2,0.5086618876941458,0.5092032556750299,0.5016614396654719,0.5017174432497014,0.5008836121067304,0.5104664476304261,0.5086930007964954,0.9909336419753086,0.9913692254082039,0.9670201115093588,0.9669018817204301,0.961114844683393,0.9670201115093588,0.9609530565511748,0.9637532357626444,0.8993677817602549,0.8301846873755476,0.6919056152927121,N/A,N/A,0.9898757964954201,0.9875174233373158,0.9837029569892473,0.9609530565511748,0.5122150039824771,0.5176162385503783
brightness_x0.5,0.5113251692552768,0.5118229788928713,0.5016303265631222,0.5017610015929909,0.5009458383114297,0.5103171047391477,0.5086183293508563,0.9957499502190362,0.9958183990442055,0.9678041616885703,0.9678912783751493,0.9654831242532855,0.9678041616885703,0.9669641079251294,0.964431501393867,0.8995171246515332,0.830514486260454,0.691998954599761,0.9931426722421346,0.9839207487056949,0.9952396953405018,0.9937587116686579,N/A,N/A,0.5344297590601355,0.5081080744723218
brightness_x0.2,0.5114122859418558,0.5120345479888491,0.5017734468339307,0.5016863301473516,0.5008960573476703,0.5104353345280764,0.5087738948626045,0.9912136598964556,0.9914874551971327,0.9665347471127042,0.9669267722023098,0.9471015033851056,0.9665347471127042,0.9604490242931103,0.9638403524492234,0.8995606829948227,0.8300851254480287,0.6919180605336519,0.9841696535244923,0.9609281660692951,0.9902242632417364,0.9876480983671844,N/A,N/A,0.5345977698128236,0.5080085125448028
colorbalance_x0.5,0.511306501393867,0.5117980884109916,0.5016738849064117,0.5018232277976902,0.5010951812027081,0.5103171047391477,0.5086307745917961,0.9978469733174035,0.9981705495818399,0.9829189068100358,0.9830184687375547,0.9826575567502986,0.9829189068100358,0.9824584328952608,0.9768891875746715,0.8996229091995221,0.8305393767423337,0.6917438271604939,0.9953268120270808,0.9909025288729589,N/A,N/A,0.9954823775388292,0.9910643170051773,0.5342368578255675,0.5079836220629231
colorbalance_x0.2,0.511393618080446,0.5119349860613301,0.5015556551174831,0.5017921146953405,0.5010516228594185,0.5103171047391477,0.5085685483870968,0.9972869374751095,0.9974051672640383,0.9921097172441259,0.9922466148944643,0.9902429311031462,0.9921097172441259,0.9911389884508164,0.9827135603345281,0.8996229091995221,0.8304460374352848,0.6917687176423736,0.995040571485464,0.9915185682994823,N/A,N/A,0.995034348864994,0.9916243528474711,0.5337888291517324,0.5081018518518519
affine_transform,0.5065088610115492,0.5161912584627638,0.5056190262843488,0.5052083333333334,0.4970504778972521,0.5171993229788928,0.5030677518916766,0.5345168757467145,0.5344982078853047,0.5337141577060932,0.5337639386698526,0.5336270410195142,0.5337141577060932,0.5338323874950219,0.5338572779769016,0.531623357228196,0.5289787435284747,0.5220405217045002,0.5342866387893269,0.534099960175229,0.5345853245718837,0.5343986459577857,0.5344297590601355,0.5345417662285942,N/A,0.5078218339307049
perspective_transform,0.5083320888092393,0.5128061529271206,0.4990603843090402,0.508363201911589,0.5033166567104739,0.5101802070888093,0.5070004480286738,0.5082636399840701,0.5083320888092393,0.5079649542015133,0.5080147351652728,0.5082947530864198,0.5079649542015133,0.5080707387495021,0.5081080744723218,0.5075667064914376,0.5088859020310633,0.5209204500199124,0.5085685483870968,0.5084689864595778,0.5083258661887694,0.5084067602548785,0.5082200816407806,0.5079649542015133,0.502943299482278,N/A
