image_path,transform,ORB_distance,SIFT_distance,BRISK_distance,KAZE_distance,AKAZE_distance
../final_dataset/final_dataset/Interior/Kitchen/365.jpg,contrast_x0.5,0.998840238942552,0.9120277474354103,0.9991638954689019,0.9999950158302741,0.9907856585257054
../final_dataset/final_dataset/Interior/Kitchen/365.jpg,contrast_x0.2,0.996968851461039,0.7312238791793314,0.9962332589285714,1,1
../final_dataset/final_dataset/Interior/Kitchen/365.jpg,colorbalance_x0.5,0.999737065878983,0.9920010923252279,0.9995082598509446,0.9999950574706814,0.991286479913529
../final_dataset/final_dataset/Interior/Kitchen/365.jpg,colorbalance_x0.2,0.9993468445616883,0.9835851420022796,0.999160621279762,0.9999922940224852,0.978503718468992
../final_dataset/final_dataset/Interior/Kitchen/365.jpg,brightness_x0.5,0.998840238942552,0.9120289347454407,0.9991619973882411,0.9999950158011004,0.9907856585257054
../final_dataset/final_dataset/Interior/Kitchen/365.jpg,brightness_x0.2,0.9970068993506495,0.7304729055851064,0.9988839285714286,1,1
../final_dataset/final_dataset/Interior/Kitchen/319.jpg,contrast_x0.5,0.9975512079831932,0.8832068144923257,0.9978538876488096,0.9999944491922094,0.9630009107468125
../final_dataset/final_dataset/Interior/Kitchen/319.jpg,contrast_x0.2,0.9906976499326146,1,0.9942975725446428,1,1
../final_dataset/final_dataset/Interior/Kitchen/319.jpg,colorbalance_x0.5,0.9990770401672119,0.9869097965244982,0.9989261240885767,0.9999893791303682,0.9773567578839305
../final_dataset/final_dataset/Interior/Kitchen/319.jpg,colorbalance_x0.2,0.9982683853598691,0.985649604301948,0.9984818458039109,0.9999922188817052,0.9712066428254952
../final_dataset/final_dataset/Interior/Kitchen/319.jpg,brightness_x0.5,0.9976413257890366,0.8814958124262102,0.9979557506709332,0.9999943741888024,0.9899004683840749
../final_dataset/final_dataset/Interior/Kitchen/319.jpg,brightness_x0.2,0.9898843344155843,1,0.9947141617063492,1,1
../final_dataset/final_dataset/Interior/Kitchen/187.jpg,contrast_x0.5,0.9986971079192547,0.9210371446531199,0.9990834133010682,0.9999900073356628,0.9958260935257234
../final_dataset/final_dataset/Interior/Kitchen/187.jpg,contrast_x0.2,0.9963549582066867,0.7736924645935961,0.9981863839285713,0.9999958337482114,1
../final_dataset/final_dataset/Interior/Kitchen/187.jpg,colorbalance_x0.5,0.999530915482678,0.9880567528735631,0.9995294744318182,0.9999973247867029,0.9953814323691372
../final_dataset/final_dataset/Interior/Kitchen/187.jpg,colorbalance_x0.2,0.9989704936683813,0.9865181457820198,0.999116443452381,0.999994514066863,0.9850622373359853
../final_dataset/final_dataset/Interior/Kitchen/187.jpg,brightness_x0.5,0.998596152306214,0.9231570389470443,0.9989841582871014,0.9999893952266744,0.9810379995467251
../final_dataset/final_dataset/Interior/Kitchen/187.jpg,brightness_x0.2,0.9963556851311954,0.7684272052032021,0.9986886160714284,0.9999955080222988,1
../final_dataset/final_dataset/Interior/Kitchen/12.jpg,contrast_x0.5,0.9985140676910297,0.9340074936224488,0.9989224669494869,0.9999897950481785,0.9793618266978924
../final_dataset/final_dataset/Interior/Kitchen/12.jpg,contrast_x0.2,0.9973493303571428,0.7705707908163265,0.9986746651785714,0.9999899285508685,1
../final_dataset/final_dataset/Interior/Kitchen/12.jpg,colorbalance_x0.5,0.9996820842110304,0.990501036352041,0.9994696028470351,0.9999944017935685,0.9866937700138605
../final_dataset/final_dataset/Interior/Kitchen/12.jpg,colorbalance_x0.2,0.999230610159595,0.9799856505102041,0.9991589793500338,0.9999929762496998,0.984808011319282
../final_dataset/final_dataset/Interior/Kitchen/12.jpg,brightness_x0.5,0.9985140676910297,0.934007892219388,0.9989201546468036,0.999989795050542,0.9793618266978924
../final_dataset/final_dataset/Interior/Kitchen/12.jpg,brightness_x0.2,0.9971301020408163,0.7706102519132654,0.9986049107142857,0.9999898001125465,1
../final_dataset/final_dataset/Interior/Kitchen/241.jpg,contrast_x0.5,0.997757377598927,0.9167043119331066,0.9987569880148008,0.9999966852097476,0.9790795416527266
../final_dataset/final_dataset/Interior/Kitchen/241.jpg,contrast_x0.2,0.9950433298319328,0.7175043845663265,0.9970703125,0.9999930494679055,0.9871194379391101
../final_dataset/final_dataset/Interior/Kitchen/241.jpg,colorbalance_x0.5,0.9995483574585138,0.9943122431264172,0.9993395546844084,0.9999950689972265,0.9945182641229222
../final_dataset/final_dataset/Interior/Kitchen/241.jpg,colorbalance_x0.2,0.9988652314985272,0.9886671139810091,0.9988485601106638,0.9999858899935823,0.9800846416283576
../final_dataset/final_dataset/Interior/Kitchen/241.jpg,brightness_x0.5,0.9979209106276006,0.917886816184807,0.9985539596273292,0.9999968058976723,0.9941765640682502
../final_dataset/final_dataset/Interior/Kitchen/241.jpg,brightness_x0.2,0.9953425480769232,0.7172873706774378,0.9994419642857143,0.9999940823488161,0.997072599531616
../final_dataset/final_dataset/Interior/Kitchen/290.jpg,contrast_x0.5,0.9991858895414929,0.933318523146351,0.9990139899427605,0.9999945193561315,0.9903878323082069
../final_dataset/final_dataset/Interior/Kitchen/290.jpg,contrast_x0.2,0.9966796875,0.8223053547166149,0.9982024811126375,0.9999512725152206,0.9670667447306791
../final_dataset/final_dataset/Interior/Kitchen/290.jpg,colorbalance_x0.5,0.9998057555109364,0.9934805354716615,0.999455831972451,0.9999974783554766,0.9884833404300617
../final_dataset/final_dataset/Interior/Kitchen/290.jpg,colorbalance_x0.2,0.9995550613297504,0.9894945227581523,0.9991551565899203,0.9999932091534831,0.983049248919679
