image_path,transform,ORB_distance,SIFT_distance,BRISK_distance,KAZE_distance,AKAZE_distance
../final_dataset/Interior/Livingroom/120.jpg,affine_transform,0.9881417410714287,0.8585652748899217,0.9870178099849095,0.9997130098282415,0.6312706248669364
../final_dataset/Interior/Livingroom/120.jpg,perspective_transform,0.992173805872042,0.8778364267367905,0.9895071847098216,0.9998224644341345,0.7900594664095145
../final_dataset/Interior/Livingroom/237.jpg,affine_transform,0.9858578701845905,0.8776506696428571,0.9866580746882085,0.999738254664652,0.5915398126463698
../final_dataset/Interior/Livingroom/237.jpg,perspective_transform,0.9893733198924731,0.8987999847374848,0.9899027885610765,0.9998559760479738,0.7741885846394043
../final_dataset/Interior/Livingroom/35.jpg,affine_transform,0.9867078410311492,0.8721027262845195,0.9867715852963524,0.9996994394431683,0.6029627014740323
../final_dataset/Interior/Livingroom/35.jpg,perspective_transform,0.9893915881849316,0.8862130949614975,0.9898347938712522,0.99982283270034,0.7112644160664576
../final_dataset/Interior/Livingroom/313.jpg,affine_transform,0.9888554139141205,0.8739948331513361,0.9885489944083694,0.9997328371695523,0.6386283798169045
../final_dataset/Interior/Livingroom/313.jpg,perspective_transform,0.9918199661330049,0.8794906318248973,0.9920037382392473,0.9998459073921082,0.7832910486599012
../final_dataset/Interior/Livingroom/49.jpg,affine_transform,0.9864116526387625,0.8719492418533894,0.9868847224779086,0.9997178328285795,0.5933910449425672
../final_dataset/Interior/Livingroom/49.jpg,perspective_transform,0.9899778068555009,0.8825503653889901,0.9887006172009468,0.9998223358392799,0.7534349739366926
../final_dataset/Interior/Livingroom/98.jpg,affine_transform,0.9867615991709183,0.8660192906682762,0.9866206287202381,0.9997373481860156,0.6014832162373146
../final_dataset/Interior/Livingroom/98.jpg,perspective_transform,0.9899604301948052,0.8776410606095116,0.9899229515255905,0.999840156110998,0.7444379391100703
../final_dataset/Interior/Livingroom/314.jpg,affine_transform,0.9869964700996677,0.8777558324646484,0.9879224020337299,0.9997434097725093,0.6643540202966433
../final_dataset/Interior/Livingroom/314.jpg,perspective_transform,0.9913430552270578,0.8869035816261783,0.9919226352225672,0.9998521021772698,0.8443270356692488
../final_dataset/Interior/Livingroom/127.jpg,affine_transform,0.9887167264686249,0.8578308494227707,0.9878683035714285,0.9997234737048192,0.6268992403038783
../final_dataset/Interior/Livingroom/127.jpg,perspective_transform,0.9869774282376503,0.8665672628525932,0.988687300377468,0.9998045820190776,0.708284543325527
../final_dataset/Interior/Livingroom/230.jpg,affine_transform,0.9874935465257532,0.8649695605405623,0.9872756231398809,0.9997228924058873,0.583391881342701
../final_dataset/Interior/Livingroom/230.jpg,perspective_transform,0.99171422920434,0.867667417026907,0.990790525458494,0.9998260988398978,0.7524882903981264
../final_dataset/Interior/Livingroom/32.jpg,affine_transform,0.9885929015246449,0.8795704581719737,0.987356578016115,0.9997361497699252,0.6195642584453498
../final_dataset/Interior/Livingroom/32.jpg,perspective_transform,0.9920343137254902,0.882947246575588,0.99129154265873,0.9998691790240619,0.7663584885875073
../final_dataset/Interior/Livingroom/368.jpg,affine_transform,0.9862804447332733,0.8535642668371131,0.9866692638140161,0.9997358203199642,0.5865403838464613
../final_dataset/Interior/Livingroom/368.jpg,perspective_transform,0.9891352137445886,0.8754487468206867,0.9892322853343466,0.9998261018200432,0.7435367935442002
../final_dataset/Interior/Livingroom/293.jpg,affine_transform,0.9881966445852534,0.8647281814925044,0.9872480119977679,0.9997304932227078,0.6406518345042935
../final_dataset/Interior/Livingroom/293.jpg,perspective_transform,0.9908555218962585,0.8802644813712521,0.9898351860855727,0.9998193894445725,0.7722533494907686
../final_dataset/Interior/Livingroom/155.jpg,affine_transform,0.9875192538638262,0.8754599966653963,0.9876765324519231,0.9997322494120908,0.6209641344104413
../final_dataset/Interior/Livingroom/155.jpg,perspective_transform,0.9847603103741498,0.8867028000462761,0.9895900640272557,0.9998460737442992,0.7515852149706154
../final_dataset/Interior/Livingroom/184.jpg,affine_transform,0.986178768382353,0.8676253930637166,0.9869598048327137,0.9997567932862386,0.6222650861377562
../final_dataset/Interior/Livingroom/184.jpg,perspective_transform,0.9904047930923866,0.8750466225211165,0.9899067403950218,0.9998413005297749,0.7859199949363885
../final_dataset/Interior/Livingroom/242.jpg,affine_transform,0.9869171626984126,0.868232353583916,0.9865318080357144,0.9997123773275802,0.5794024607640951
../final_dataset/Interior/Livingroom/242.jpg,perspective_transform,0.9877622767857145,0.8756263267982017,0.9887548914241622,0.999822074877552,0.6914323289873816
../final_dataset/Interior/Livingroom/40.jpg,affine_transform,0.987199303057554,0.86719322611274,0.9861750309323167,0.9997411731407623,0.6108611693167345
../final_dataset/Interior/Livingroom/40.jpg,perspective_transform,0.9902982465576593,0.8706410400564143,0.9900063082298137,0.9998306233290972,0.7184635329541653
../final_dataset/Interior/Livingroom/91.jpg,affine_transform,0.9876448384831461,0.8686429669203749,0.9886680322390932,0.9997470021016313,0.633603543876567
../final_dataset/Interior/Livingroom/91.jpg,perspective_transform,0.9892548442249239,0.8928843585333724,0.9901384626116073,0.9998322327437728,0.7335067596338087
../final_dataset/Interior/Livingroom/129.jpg,affine_transform,0.984250637755102,0.8592800709922126,0.9853993138782359,0.9997397763635401,0.5739786116803278
../final_dataset/Interior/Livingroom/129.jpg,perspective_transform,0.9880272936270316,0.88189380398541,0.9888347529332128,0.9998299799294663,0.7454007794203747
../final_dataset/Interior/Livingroom/366.jpg,affine_transform,0.9882242132004736,0.8802047144246803,0.9877034413667042,0.9997302107127818,0.637252587444285
